WELL,DEPTH_MD,RDEP,RHOB,GR,NPHI,PEF,DTC,FORCE_2020_LITHOFACIES_LITHOLOGY
16/10-1,494.89578984,1.5129147768,,73.967826843,,,187.70640564,65000
16/10-1,495.04778984,1.509552002,,68.091697693,,,187.77441406,65000
16/10-1,495.19978984,1.5061893463,,69.211280823,,,187.84242249,65000
16/10-1,495.35178984,1.5028265715,,71.419136047,,,187.91041565,65000
16/10-1,495.50378984,1.4994639158,,74.511550903,,,187.97842407,65000
16/10-1,495.65578984,1.4961012602,,71.802894592,,,188.04641724,65000
16/10-1,495.80778984,1.4927384853,,72.569267273,,,188.11442566,65000
16/10-1,495.95978984,1.4893758297,,77.348617554,,,188.18243408,65000
16/10-1,496.11178984,1.4860130548,,77.108322144,,,188.25042725,65000
16/10-1,496.26378984,1.48265028,,72.334686279,,,188.31843567,65000
16/10-1,496.41578984,1.4792876244,,68.473968506,,,188.38644409,65000
16/10-1,496.56778984,1.4759249687,,71.78881073,,,188.45443726,65000
16/10-1,496.71978984,1.4725623131,,80.276359558,,,188.52244568,65000
16/10-1,496.87178984,1.4691995382,,80.747215271,,,188.5904541,65000
16/10-1,497.02378984,1.4658367634,,77.487670898,,,188.65844727,65000
16/10-1,497.17578984,1.4624741077,,69.231399536,,,188.72645569,65000
16/10-1,497.32778984,1.4591113329,,68.239074707,,,188.79444885,65000
16/10-1,497.47978984,1.4557486773,,68.111915588,,,188.86245728,65000
16/10-1,497.63178984,1.4523860216,,76.573036194,,,188.9304657,65000
16/10-1,497.78378984,1.4490232468,,77.504119873,,,188.99845886,65000
16/10-1,497.93578984,1.4456605911,,81.006736755,,,189.06646729,65000
16/10-1,498.08778984,1.4422978163,,78.414527893,,,189.13447571,65000
16/10-1,498.23978984,1.4389351606,,75.088943481,,,189.20246887,65000
16/10-1,498.39178984,1.435572505,,69.453231812,,,189.27047729,65000
16/10-1,498.54378984,1.4322097301,,64.148269653,,,189.33847046,65000
16/10-1,498.69578984,1.4288470745,,64.154533386,,,189.40647888,65000
16/10-1,498.84778984,1.4254842997,,70.82598114,,,189.4744873,65000
16/10-1,498.99978984,1.422121644,,74.346366882,,,189.54248047,65000
16/10-1,499.15178984,1.4187588692,,78.452758789,,,189.61048889,65000
16/10-1,499.30378984,1.4153963327,,76.528343201,,,189.67849731,65000
16/10-1,499.45578984,1.4120335579,,74.01512146,,,189.74649048,65000
16/10-1,499.60778984,1.408670783,,73.828826904,,,189.8144989,65000
16/10-1,499.75978984,1.4053081274,,77.099082947,,,189.88250732,65000
16/10-1,499.91178984,1.4019453526,,82.415351868,,,189.95050049,65000
16/10-1,500.06378984,1.3985826969,,84.983154297,,,190.01850891,65000
16/10-1,500.21578984,1.3952200413,,78.879882813,,,190.08650208,65000
16/10-1,500.36778984,1.3918573856,,78.981513977,,,190.1545105,65000
16/10-1,500.51978984,1.3884946108,,74.26386261,,,190.22251892,65000
16/10-1,500.67178984,1.3851318359,,72.601799011,,,190.29051208,65000
16/10-1,500.82378984,1.3817691803,,67.439659119,,,190.35852051,65000
16/10-1,500.97578984,1.3784065247,,65.767944336,,,190.42652893,65000
16/10-1,501.12778984,1.375043869,,68.368041992,,,190.49452209,65000
16/10-1,501.27978984,1.3716810942,,70.220756531,,,190.56253052,65000
16/10-1,501.43178984,1.3683183193,,75.949890137,,,190.63052368,65000
16/10-1,501.58378984,1.3649556637,,71.313423157,,,190.6985321,65000
16/10-1,501.73578984,1.361593008,,72.156280518,,,190.76654053,65000
16/10-1,501.88778984,1.3582302332,,68.620582581,,,190.83453369,65000
16/10-1,502.03978984,1.3548675776,,79.685256958,,,190.90254211,65000
16/10-1,502.19178984,1.3515048027,,83.999717712,,,190.97055054,65000
16/10-1,502.34378984,1.3481421471,,86.155189514,,,191.0385437,65000
16/10-1,502.49578984,1.3447793722,,79.951141357,,,191.10655212,65000
16/10-1,502.64778984,1.3414167166,,75.219955444,,,191.17456055,65000
16/10-1,502.79978984,1.3380540609,,74.937858582,,,191.24255371,65000
16/10-1,502.95178984,1.3346912861,,73.718063354,,,191.31056213,65000
16/10-1,503.10378984,1.3313286304,,72.805389404,,,191.3785553,65000
16/10-1,503.25578984,1.3279658556,,76.31463623,,,191.44656372,65000
16/10-1,503.40778984,1.3246032,,79.663879395,,,191.51457214,65000
16/10-1,503.55978984,1.3212404251,,81.713768005,,,191.58256531,65000
16/10-1,503.71178984,1.3178777695,,77.166381836,,,191.65057373,65000
16/10-1,503.86378984,1.3145149946,,74.145439148,,,191.71858215,65000
16/10-1,504.01578984,1.311152339,,73.333343506,,,191.78657532,65000
16/10-1,504.16778984,1.3077896833,,74.290901184,,,191.85458374,65000
16/10-1,504.31978984,1.3044270277,,75.726913452,,,191.9225769,65000
16/10-1,504.47178984,1.3010642529,,77.363883972,,,191.99058533,65000
16/10-1,504.62378984,1.297701478,,76.750724792,,,192.05859375,65000
16/10-1,504.77578984,1.2943388224,,78.801345825,,,192.12658691,65000
16/10-1,504.92778984,1.2909760475,,82.94606781,,,192.19459534,65000
16/10-1,505.07978984,1.2876133919,,86.850250244,,,192.26260376,65000
16/10-1,505.23178984,1.2842507362,,84.319374084,,,192.33059692,65000
16/10-1,505.38378984,1.2808880806,,77.698707581,,,192.39860535,65000
16/10-1,505.53578984,1.2775253057,,75.038665771,,,192.46661377,65000
16/10-1,505.68778984,1.2741625309,,77.980644226,,,192.53460693,65000
16/10-1,505.83978984,1.2707998753,,79.077865601,,,192.60261536,65000
16/10-1,505.99178984,1.2674372196,,75.902320862,,,192.67060852,65000
16/10-1,506.14378984,1.264074564,,71.81665802,,,192.73861694,65000
16/10-1,506.29578984,1.2607117891,,72.626556396,,,192.80662537,65000
16/10-1,506.44778984,1.2573491335,,76.574371338,,,192.87461853,65000
16/10-1,506.59978984,1.2539863586,,84.142356873,,,192.94262695,65000
16/10-1,506.75178984,1.250623703,,91.980186462,,,193.01063538,65000
16/10-1,506.90378984,1.2472610474,,88.900558472,,,193.07862854,65000
16/10-1,507.05578984,1.2438982725,,78.771484375,,,193.14663696,65000
16/10-1,507.20778984,1.2405356169,,80.207008362,,,193.21463013,65000
16/10-1,507.35978984,1.237172842,,91.384368896,,,193.28263855,65000
16/10-1,507.51178984,1.2338358164,,96.607032776,,,193.35064697,65000
16/10-1,507.66378984,1.2305049896,,100.93405914,,,193.41864014,65000
16/10-1,507.81578984,1.2271739244,,104.45226288,,,193.48664856,65000
16/10-1,507.96778984,1.2238435745,,103.93216705,,,192.49778748,65000
16/10-1,508.11978984,1.2205126286,,100.71660614,,,191.85043335,65000
16/10-1,508.27178984,1.2171798944,,98.114486694,,,191.5508728,65000
16/10-1,508.42378984,1.2315046787,,97.848419189,,,185.54577637,65000
16/10-1,508.57578984,1.2782063484,,91.067604065,,,168.37237549,65000
16/10-1,508.72778984,1.3382445574,,82.669006348,,,165.03865051,65000
16/10-1,508.87978984,1.3843176365,,78.446243286,,,167.80456543,65000
16/10-1,509.03178984,1.3644680977,,83.633163452,,,170.45848083,65000
16/10-1,509.18378984,1.3223781586,,88.794593811,,,175.29425049,65000
16/10-1,509.33578984,1.2712459564,,90.217193604,,,179.4180603,65000
16/10-1,509.48778984,1.215118289,,88.839981079,,,182.18881226,65000
16/10-1,509.63978984,1.1858382225,,88.956352234,,,184.48902893,65000
16/10-1,509.79178984,1.1564257145,,90.67829895,,,185.19256592,65000
16/10-1,509.94378984,1.1406548023,,90.052360535,,,186.78529358,65000
16/10-1,510.09578984,1.1004577875,,90.269485474,,,188.01502991,65000
16/10-1,510.24778984,1.0655696392,,91.679954529,,,188.63121033,65000
16/10-1,510.39978984,1.067417264,,93.408782959,,,188.56004333,65000
16/10-1,510.55178984,1.1036132574,,90.941864014,,,188.87857056,65000
16/10-1,510.70378984,1.1487103701,,86.474052429,,,189.09431458,65000
16/10-1,510.85578984,1.2030651569,,86.829521179,,,189.21899414,65000
16/10-1,511.00778984,1.2442766428,,88.536453247,,,188.50071716,65000
16/10-1,511.15978984,1.2733113766,,89.11151886,,,188.8099823,65000
16/10-1,511.31178984,1.2969152927,,84.520393372,,,190.11604309,65000
16/10-1,511.46378984,1.3094465733,,81.05393219,,,189.57324219,65000
16/10-1,511.61578984,1.3035262823,,82.26537323,,,189.80407715,65000
16/10-1,511.76778984,1.2732863426,,88.528953552,,,191.84037781,65000
16/10-1,511.91978984,1.2189695835,,94.058235168,,,194.51721191,65000
16/10-1,512.07178984,1.1621587276,,94.816062927,,,196.34635925,65000
16/10-1,512.22378984,1.1134796143,,91.815994263,,,198.0244751,65000
16/10-1,512.37578984,1.0705679655,,88.475326538,,,199.04423523,65000
16/10-1,512.52778984,1.0341567993,,85.164764404,,,199.79226685,65000
16/10-1,512.67978984,1.0021976233,,81.10282135,,,200.54029846,65000
16/10-1,512.83178984,0.9754144549,,81.043830872,,,201.28833008,65000
16/10-1,512.98378984,0.9592192173,,83.880882263,,,201.32122803,65000
16/10-1,513.13578984,0.9590193629,,85.986839294,,,201.4281311,65000
16/10-1,513.28778984,0.9586960077,,78.247428894,,,201.85494995,65000
16/10-1,513.43978984,0.9439216256,,71.861221313,,,201.46954346,65000
16/10-1,513.59178984,0.9109652042,,72.015045166,,,202.30699158,65000
16/10-1,513.74378984,0.8647736907,,81.540763855,,,201.17042542,65000
16/10-1,513.89578984,0.8141162992,,89.794204712,,,176.89497375,65000
16/10-1,514.04778984,0.7738928199,,91.648086548,,,186.95672607,65000
16/10-1,514.19978984,0.7534509301,,89.422599792,,,195.22938538,65000
16/10-1,514.35178984,0.751758635,,86.610778809,,,207.79338074,65000
16/10-1,514.50378984,0.7684683204,,87.91733551,,,212.98330688,65000
16/10-1,514.65578984,0.7969782948,,92.882164001,,,216.181427,65000
16/10-1,514.80778984,0.8371496797,,95.300384521,,,217.06634521,65000
16/10-1,514.95978984,0.890691936,,93.603858948,,,217.26077271,65000
16/10-1,515.11178984,0.9617635608,,89.528633118,,,216.82159424,65000
16/10-1,515.26378984,1.0630409718,,88.817153931,,,213.62791443,65000
16/10-1,515.41578984,1.2079501152,,92.958427429,,,213.09144592,65000
16/10-1,515.56778984,1.3750509024,,96.213996887,,,212.32655334,65000
16/10-1,515.71978984,1.5154700279,,99.919273376,,,196.05406189,65000
16/10-1,515.87178984,1.6247010231,,101.06661224,,,186.25413513,65000
16/10-1,516.02378984,1.7064472437,,100.43354797,,,182.43367004,65000
16/10-1,516.17578984,1.8152202368,,96.736595154,,,156.74359131,65000
16/10-1,516.32778984,1.9262142181,,88.587303162,,,142.60646057,65000
16/10-1,516.47978984,1.9390079975,,83.901199341,,,140.60412598,65000
16/10-1,516.63178984,1.8411905766,,80.925262451,,,151.73895264,65000
16/10-1,516.78378984,1.7213954926,,80.600654602,,,156.21376038,65000
16/10-1,516.93578984,1.6436640024,,82.312095642,,,176.4364624,65000
16/10-1,517.08778984,1.6273155212,,85.822189331,,,187.19464111,65000
16/10-1,517.23978984,1.6633123159,,91.463821411,,,186.26873779,65000
16/10-1,517.39178984,1.6932790279,,93.804244995,,,186.95855713,65000
16/10-1,517.54378984,1.687953949,,92.496696472,,,188.29553223,65000
16/10-1,517.69578984,1.649668932,,92.174552917,,,189.38380432,65000
16/10-1,517.84778984,1.5815325975,,95.714202881,,,191.32791138,65000
16/10-1,517.99978984,1.4968966246,,102.52637482,,,177.16499329,65000
16/10-1,518.15178984,1.4532089233,,103.89087677,,,168.17175293,65000
16/10-1,518.30378984,1.4423371553,,103.10061646,,,168.04708862,65000
16/10-1,518.45578984,1.4328732491,,96.502822876,,,167.68966675,65000
16/10-1,518.60778984,1.440379262,,93.782302856,,,167.809021,65000
16/10-1,518.75978984,1.4476000071,,93.967384338,,,167.84614563,65000
16/10-1,518.91178984,1.4344894886,,98.740486145,,,167.59680176,65000
16/10-1,519.06378984,1.4343738556,,97.10005188,,,165.66949463,65000
16/10-1,519.21578984,1.4388104677,,93.196334839,,,163.28491211,65000
16/10-1,519.36778984,1.433885932,,94.548324585,,,163.10490417,65000
16/10-1,519.51978984,1.4359986782,,99.388336182,,,160.3379364,65000
16/10-1,519.67178984,1.4359413385,,103.53612518,,,161.39826965,65000
16/10-1,519.82378984,1.4355510473,,102.94117737,,,165.44039917,65000
16/10-1,519.97578984,1.445122242,,104.61003876,,,165.85836792,65000
16/10-1,520.12778984,1.4534630775,,101.81970215,,,164.95410156,65000
16/10-1,520.27978984,1.4499388933,,98.477798462,,,164.1608429,65000
16/10-1,520.43178984,1.4489564896,,98.291091919,,,163.31008911,65000
16/10-1,520.58378984,1.459715724,,102.47446442,,,162.85401917,65000
16/10-1,520.73578984,1.469661355,,103.26391602,,,162.89532471,65000
16/10-1,520.88778984,1.4792422056,,103.79160309,,,163.57867432,65000
16/10-1,521.03978984,1.4900009632,,104.59627533,,,164.72006226,65000
16/10-1,521.19178984,1.4880667925,,103.60270691,,,164.96328735,65000
16/10-1,521.34378984,1.4716325998,,97.218940735,,,163.60839844,65000
16/10-1,521.49578984,1.4549199343,,92.18775177,,,162.18182373,65000
16/10-1,521.64778984,1.4407442808,,93.532958984,,,161.18444824,65000
16/10-1,521.79978984,1.4319227934,,95.826019287,,,160.60926819,65000
16/10-1,521.95178984,1.4367798567,,94.754043579,,,161.13034058,65000
16/10-1,522.10378984,1.4470632076,,92.44896698,,,162.25238037,65000
16/10-1,522.25578984,1.4455609322,,94.447425842,,,163.86010742,65000
16/10-1,522.40778984,1.432800889,,97.776535034,,,164.6118927,65000
16/10-1,522.55978984,1.4211591482,,100.43317413,,,165.04980469,65000
16/10-1,522.71178984,1.4187327623,,100.60028839,,,164.81602478,65000
16/10-1,522.86378984,1.4290978909,,100.87932587,,,164.31806946,65000
16/10-1,523.01578984,1.455024004,,101.05987549,,,164.44273376,65000
16/10-1,523.16778984,1.4842566252,,97.92805481,,,164.76965332,65000
16/10-1,523.31978984,1.4945505857,,96.522071838,,,165.53666687,65000
16/10-1,523.47178984,1.4830440283,,99.674438477,,,165.73297119,65000
16/10-1,523.62378984,1.4686785936,,104.95535278,,,165.76570129,65000
16/10-1,523.77578984,1.4717799425,,105.23833466,,,164.81019592,65000
16/10-1,523.92778984,1.4716963768,,96.778381348,,,163.3553772,65000
16/10-1,524.07978984,1.4654046297,,87.059112549,,,162.86911011,65000
16/10-1,524.23178984,1.4695107937,,81.487617493,,,162.61976624,65000
16/10-1,524.38378984,1.474858284,,79.778945923,,,163.14788818,65000
16/10-1,524.53578984,1.4769673347,,81.235336304,,,163.62107849,65000
16/10-1,524.68778984,1.4774485826,,87.155548096,,,162.08908081,65000
16/10-1,524.83978984,1.471118927,,95.681510925,,,160.62239075,65000
16/10-1,524.99178984,1.4602739811,,100.81986237,,,160.37304688,65000
16/10-1,525.14378984,1.4604513645,,100.53755188,,,161.76554871,65000
16/10-1,525.29578984,1.4667080641,,97.936454773,,,163.37562561,65000
16/10-1,525.44778984,1.4733003378,,97.388595581,,,164.12490845,65000
16/10-1,525.59978984,1.4819811583,,97.414550781,,,163.87971497,65000
16/10-1,525.75178984,1.4777833223,,98.2370224,,,162.87632751,65000
16/10-1,525.90378984,1.4630587101,,97.315872192,,,164.10316467,65000
16/10-1,526.05578984,1.4589385986,,93.960456848,,,165.01055908,65000
16/10-1,526.20778984,1.4646258354,,92.280693054,,,163.89149475,65000
16/10-1,526.35978984,1.4650794268,,92.047264099,,,163.12895203,65000
16/10-1,526.51178984,1.4550375938,,92.448158264,,,161.91648865,65000
16/10-1,526.66378984,1.437276721,,91.484863281,,,160.86972046,65000
16/10-1,526.81578984,1.4165974855,,89.847679138,,,160.76182556,65000
16/10-1,526.96778984,1.3963541985,,90.542694092,,,160.26315308,65000
16/10-1,527.11978984,1.374042511,,94.275398254,,,159.17564392,65000
16/10-1,527.27178984,1.3492013216,,99.781402588,,,157.1960144,65000
16/10-1,527.42378984,1.3373852968,,103.00865936,,,156.46580505,65000
16/10-1,527.57578984,1.3385852575,,101.7953186,,,157.46318054,65000
16/10-1,527.72778984,1.3429914713,,100.61447906,,,159.03627014,65000
16/10-1,527.87978984,1.3538532257,,100.09259796,,,161.0513916,65000
16/10-1,528.03178984,1.369140625,,99.430534363,,,162.11383057,65000
16/10-1,528.18378984,1.383028388,,97.749740601,,,163.60806274,65000
16/10-1,528.33578984,1.3979344368,,96.281547546,,,165.70007324,65000
16/10-1,528.48778984,1.4151651859,,96.113861084,,,166.19407654,65000
16/10-1,528.63978984,1.4365580082,,97.356010437,,,166.06939697,65000
16/10-1,528.79178984,1.4662619829,,97.091506958,,,165.77890015,65000
16/10-1,528.94378984,1.4787764549,,95.234489441,,,165.6098938,65000
16/10-1,529.09578984,1.4779933691,,94.136962891,,,165.85922241,65000
16/10-1,529.24778984,1.4774572849,,95.587608337,,,166.32572937,65000
16/10-1,529.39978984,1.4629738331,,98.505104065,,,166.85792542,65000
16/10-1,529.55178984,1.438190341,,97.222961426,,,165.82006836,65000
16/10-1,529.70378984,1.4260677099,,94.866798401,,,162.97067261,65000
16/10-1,529.85578984,1.4234967232,,95.482498169,,,161.56787109,65000
16/10-1,530.00778984,1.4246159792,,97.287582397,,,162.31588745,65000
16/10-1,530.15978984,1.4257255793,,98.017227173,,,163.69177246,65000
16/10-1,530.31178984,1.4263989925,,94.548423767,,,165.31195068,65000
16/10-1,530.46378984,1.4246621132,,90.113296509,,,165.13002014,65000
16/10-1,530.61578984,1.4192293882,,86.930778503,,,164.7633667,65000
16/10-1,530.76778984,1.4092184305,,87.605804443,,,166.01008606,65000
16/10-1,530.91978984,1.4006253481,,88.629974365,,,167.05407715,65000
16/10-1,531.07178984,1.4062013626,,92.512199402,,,166.69436646,65000
16/10-1,531.22378984,1.4155439138,,95.417762756,,,164.79966736,65000
16/10-1,531.37578984,1.4339162111,,94.199310303,,,162.85546875,65000
16/10-1,531.52778984,1.456856966,,88.31388092,,,161.10505676,65000
16/10-1,531.67978984,1.4678024054,,82.710525513,,,161.18656921,65000
16/10-1,531.83178984,1.4654979706,,85.65574646,,,163.1268158,65000
16/10-1,531.98378984,1.4535075426,,95.739242554,,,165.46768188,65000
16/10-1,532.13578984,1.428401947,,101.84129333,,,167.67279053,65000
16/10-1,532.28778984,1.405579567,,102.75017548,,,168.46363831,65000
16/10-1,532.43978984,1.4211881161,,96.905319214,,,167.90519714,65000
16/10-1,532.59178984,1.4529899359,,95.264091492,,,167.09098816,65000
16/10-1,532.74378984,1.480832696,,94.746841431,,,165.8130188,65000
16/10-1,532.89578984,1.4981343746,,93.25643158,,,165.40716553,65000
16/10-1,533.04778984,1.4967082739,,91.806678772,,,165.06564331,65000
16/10-1,533.19978984,1.492018342,,93.124504089,,,164.88728333,65000
16/10-1,533.35178984,1.4870371819,,96.981918335,,,165.2612915,65000
16/10-1,533.50378984,1.482560873,,97.170005798,,,165.77062988,65000
16/10-1,533.65578984,1.483199954,,94.829925537,,,166.07090759,65000
16/10-1,533.80778984,1.482702136,,95.042778015,,,165.57220459,65000
16/10-1,533.95978984,1.4821882248,,97.522132874,,,165.16175842,65000
16/10-1,534.11178984,1.4776113033,,101.72572327,,,164.38693237,65000
16/10-1,534.26378984,1.4582760334,,101.95322418,,,163.33691406,65000
16/10-1,534.41578984,1.4260507822,,97.180252075,,,163.41372681,65000
16/10-1,534.56778984,1.3771338463,,89.814781189,,,163.50683594,65000
16/10-1,534.71978984,1.3071755171,,88.151596069,,,163.78761292,65000
16/10-1,534.87178984,1.2244913578,,92.508255005,,,163.16424561,65000
16/10-1,535.02378984,1.1445276737,,96.72833252,,,162.5827179,65000
16/10-1,535.17578984,1.0662715435,,97.943809509,,,162.33299255,65000
16/10-1,535.32778984,0.9810965061,,101.06747437,,,163.07632446,65000
16/10-1,535.47978984,0.8958705664,,108.55522919,,,164.57670593,65000
16/10-1,535.63178984,0.8342856169,,110.77201843,,,165.49305725,65000
16/10-1,535.78378984,0.8007321358,,107.90522766,,,165.1963501,65000
16/10-1,535.93578984,0.7921414375,,99.248435974,,,162.54350281,65000
16/10-1,536.08778984,0.805333972,,97.637954712,,,160.65809631,65000
16/10-1,536.23978984,0.8285977244,,94.242645264,,,161.15678406,65000
16/10-1,536.39178984,0.8592525125,,94.572669983,,,161.73321533,65000
16/10-1,536.54378984,0.9108675718,,90.126121521,,,162.94374084,65000
16/10-1,536.69578984,0.9792701602,,91.906600952,,,164.72927856,65000
16/10-1,536.84778984,1.063760519,,92.25213623,,,165.62886047,65000
16/10-1,536.99978984,1.1447046995,,92.56124115,,,166.2746582,65000
16/10-1,537.15178984,1.153801918,,93.433044434,,,166.19674683,65000
16/10-1,537.30378984,1.0489176512,,93.027709961,,,167.17619324,65000
